property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
cueqf,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,700,801902.65,40095.13,2,40.0,44000.0,40095.13,36085.62,1263.0
tkwqa,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1000,1065902.65,53295.13,2,40.0,44000.0,44000.0,39600.0,1386.0
oeqyy,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1100,1153902.65,57695.13,2,40.0,44000.0,44000.0,39600.0,1386.0
mzqxa,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,11,0.8,1300,1329902.65,66495.13,2,40.0,44000.0,44000.0,39600.0,1386.0
ekklz,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,700,724902.65,36245.13,2,40.0,44000.0,36245.13,32620.62,1141.72
ojpfu,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1000,955902.65,47795.13,2,40.0,44000.0,44000.0,39600.0,1386.0
ggvvr,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1100,1032902.65,51645.13,2,40.0,44000.0,44000.0,39600.0,1386.0
smqiq,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,16,0.7,1300,1186902.65,59345.13,2,40.0,44000.0,44000.0,39600.0,1386.0
iflin,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,700,647902.65,32395.13,2,40.0,44000.0,32395.13,29155.62,1020.45
mbzon,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1000,845902.65,42295.13,2,40.0,44000.0,42295.13,38065.62,1332.3
sewax,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1100,911902.65,45595.13,2,40.0,44000.0,44000.0,39600.0,1386.0
xpeam,jani vankad,residential,90956.25,84.5,2200.0,0.5,1100.0,21,0.6,1300,1043902.65,52195.13,2,40.0,44000.0,44000.0,39600.0,1386.0
vbsym,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,700,1155810.5,57790.52,1,120.0,132000.0,57790.52,52011.47,2860.63
mfxms,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1000,1485810.5,74290.52,1,120.0,132000.0,74290.52,66861.47,3677.38
ntddn,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1100,1595810.5,79790.52,1,120.0,132000.0,79790.52,71811.47,3949.63
dxgqr,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1300,1815810.5,90790.52,1,120.0,132000.0,90790.52,81711.47,4494.13
kbuet,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,700,1078810.5,53940.52,1,120.0,132000.0,53940.52,48546.47,2670.06
oznhc,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1000,1375810.5,68790.52,1,120.0,132000.0,68790.52,61911.47,3405.13
phviw,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1100,1474810.5,73740.52,1,120.0,132000.0,73740.52,66366.47,3650.16
ibkcz,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1300,1672810.5,83640.52,1,120.0,132000.0,83640.52,75276.47,4140.21
oclly,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,700,1001810.5,50090.52,1,120.0,132000.0,50090.52,45081.47,2479.48
ayako,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1000,1265810.5,63290.52,1,120.0,132000.0,63290.52,56961.47,3132.88
oihzo,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1100,1353810.5,67690.52,1,120.0,132000.0,67690.52,60921.47,3350.68
idrgy,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1300,1529810.5,76490.52,1,120.0,132000.0,76490.52,68841.47,3786.28
yurul,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,700,924810.5,46240.52,1,120.0,132000.0,46240.52,41616.47,2288.91
rxugy,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1000,1155810.5,57790.52,1,120.0,132000.0,57790.52,52011.47,2860.63
krano,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1100,1232810.5,61640.52,1,120.0,132000.0,61640.52,55476.47,3051.21
gwhes,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1300,1386810.5,69340.52,1,120.0,132000.0,69340.52,62406.47,3432.36
cilmf,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,700,847810.5,42390.52,1,120.0,132000.0,42390.52,38151.47,2098.33
ukarz,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1000,1045810.5,52290.52,1,120.0,132000.0,52290.52,47061.47,2588.38
knlgt,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1100,1111810.5,55590.52,1,120.0,132000.0,55590.52,50031.47,2751.73
moqwq,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1300,1243810.5,62190.52,1,120.0,132000.0,62190.52,55971.47,3078.43
lneae,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,700,1155810.5,57790.52,2,60.0,66000.0,57790.52,52011.47,2860.63
jsrwq,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1000,1485810.5,74290.52,2,60.0,66000.0,66000.0,59400.0,3267.0
hwblc,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1100,1595810.5,79790.52,2,60.0,66000.0,66000.0,59400.0,3267.0
mriwn,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,1,1,1300,1815810.5,90790.52,2,60.0,66000.0,66000.0,59400.0,3267.0
flwfi,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,700,1078810.5,53940.52,2,60.0,66000.0,53940.52,48546.47,2670.06
tbfrn,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1000,1375810.5,68790.52,2,60.0,66000.0,66000.0,59400.0,3267.0
ppbuq,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1100,1474810.5,73740.52,2,60.0,66000.0,66000.0,59400.0,3267.0
alxjd,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,6,0.9,1300,1672810.5,83640.52,2,60.0,66000.0,66000.0,59400.0,3267.0
dnmvk,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,700,1001810.5,50090.52,2,60.0,66000.0,50090.52,45081.47,2479.48
wguox,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1000,1265810.5,63290.52,2,60.0,66000.0,63290.52,56961.47,3132.88
ngcjh,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1100,1353810.5,67690.52,2,60.0,66000.0,66000.0,59400.0,3267.0
ndoon,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,11,0.8,1300,1529810.5,76490.52,2,60.0,66000.0,66000.0,59400.0,3267.0
oovau,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,700,924810.5,46240.52,2,60.0,66000.0,46240.52,41616.47,2288.91
lgkji,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1000,1155810.5,57790.52,2,60.0,66000.0,57790.52,52011.47,2860.63
wnmcy,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1100,1232810.5,61640.52,2,60.0,66000.0,61640.52,55476.47,3051.21
hbxoc,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,16,0.7,1300,1386810.5,69340.52,2,60.0,66000.0,66000.0,59400.0,3267.0
sfwso,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,700,847810.5,42390.52,2,60.0,66000.0,42390.52,38151.47,2098.33
cikdh,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1000,1045810.5,52290.52,2,60.0,66000.0,52290.52,47061.47,2588.38
kakpw,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1100,1111810.5,55590.52,2,60.0,66000.0,55590.52,50031.47,2751.73
xmkue,jani vankad,commercial,188764.8,175.37,2200.0,0.5,1100.0,21,0.6,1300,1243810.5,62190.52,2,60.0,66000.0,62190.52,55971.47,3078.43
fuptd,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,700,1340902.65,67045.13,1,80.0,132000.0,67045.13,60340.62,2111.92
ceube,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1000,1835902.65,91795.13,1,80.0,132000.0,91795.13,82615.62,2891.55
wdipn,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1100,2000902.65,100045.13,1,80.0,132000.0,100045.13,90040.62,3151.42
npeke,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1300,2330902.65,116545.13,1,80.0,132000.0,116545.13,104890.62,3671.17
wspjo,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,700,1225402.65,61270.13,1,80.0,132000.0,61270.13,55143.12,1930.01
vlgoz,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1000,1670902.65,83545.13,1,80.0,132000.0,83545.13,75190.62,2631.67
lqwis,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1100,1819402.65,90970.13,1,80.0,132000.0,90970.13,81873.12,2865.56
ogquu,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1300,2116402.65,105820.13,1,80.0,132000.0,105820.13,95238.12,3333.33
cfeev,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,700,1109902.65,55495.13,1,80.0,132000.0,55495.13,49945.62,1748.1
qelho,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1000,1505902.65,75295.13,1,80.0,132000.0,75295.13,67765.62,2371.8
gqfdp,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1100,1637902.65,81895.13,1,80.0,132000.0,81895.13,73705.62,2579.7
cvxby,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1300,1901902.65,95095.13,1,80.0,132000.0,95095.13,85585.62,2995.5
sweok,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,700,994402.65,49720.13,1,80.0,132000.0,49720.13,44748.12,1566.18
devwb,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1000,1340902.65,67045.13,1,80.0,132000.0,67045.13,60340.62,2111.92
cumok,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1100,1456402.65,72820.13,1,80.0,132000.0,72820.13,65538.12,2293.83
cmtbd,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1300,1687402.65,84370.13,1,80.0,132000.0,84370.13,75933.12,2657.66
mkdao,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,700,878902.65,43945.13,1,80.0,132000.0,43945.13,39550.62,1384.27
wmauz,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1000,1175902.65,58795.13,1,80.0,132000.0,58795.13,52915.62,1852.05
xvwgy,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1100,1274902.65,63745.13,1,80.0,132000.0,63745.13,57370.62,2007.97
liqqu,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1300,1472902.65,73645.13,1,80.0,132000.0,73645.13,66280.62,2319.82
voyee,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,700,1340902.65,67045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
zeovk,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1000,1835902.65,91795.13,2,40.0,66000.0,66000.0,59400.0,2079.0
vkimn,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1100,2000902.65,100045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
lytaf,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1300,2330902.65,116545.13,2,40.0,66000.0,66000.0,59400.0,2079.0
aueun,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,700,1225402.65,61270.13,2,40.0,66000.0,61270.13,55143.12,1930.01
rrdlc,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1000,1670902.65,83545.13,2,40.0,66000.0,66000.0,59400.0,2079.0
zkgvw,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1100,1819402.65,90970.13,2,40.0,66000.0,66000.0,59400.0,2079.0
jjzcu,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1300,2116402.65,105820.13,2,40.0,66000.0,66000.0,59400.0,2079.0
juopv,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,700,1109902.65,55495.13,2,40.0,66000.0,55495.13,49945.62,1748.1
nizqg,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1000,1505902.65,75295.13,2,40.0,66000.0,66000.0,59400.0,2079.0
cqpty,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1100,1637902.65,81895.13,2,40.0,66000.0,66000.0,59400.0,2079.0
bmyup,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1300,1901902.65,95095.13,2,40.0,66000.0,66000.0,59400.0,2079.0
xeoop,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,700,994402.65,49720.13,2,40.0,66000.0,49720.13,44748.12,1566.18
nijje,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1000,1340902.65,67045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
wahif,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1100,1456402.65,72820.13,2,40.0,66000.0,66000.0,59400.0,2079.0
gdmxr,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1300,1687402.65,84370.13,2,40.0,66000.0,66000.0,59400.0,2079.0
aptso,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,700,878902.65,43945.13,2,40.0,66000.0,43945.13,39550.62,1384.27
oogza,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1000,1175902.65,58795.13,2,40.0,66000.0,58795.13,52915.62,1852.05
qdpah,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1100,1274902.65,63745.13,2,40.0,66000.0,63745.13,57370.62,2007.97
iwfwn,jani vankad,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1300,1472902.65,73645.13,2,40.0,66000.0,66000.0,59400.0,2079.0
zwhls,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,700,1540810.5,77040.52,1,120.0,198000.0,77040.52,69336.47,3813.51
snzje,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1000,2035810.5,101790.52,1,120.0,198000.0,101790.52,91611.47,5038.63
iplqz,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1100,2200810.5,110040.52,1,120.0,198000.0,110040.52,99036.47,5447.01
zyegp,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1300,2530810.5,126540.52,1,120.0,198000.0,126540.52,113886.47,6263.76
eeuhn,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,700,1425310.5,71265.52,1,120.0,198000.0,71265.52,64138.97,3527.64
yqgqx,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1000,1870810.5,93540.52,1,120.0,198000.0,93540.52,84186.47,4630.26
udnmr,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1100,2019310.5,100965.52,1,120.0,198000.0,100965.52,90868.97,4997.79
oyygr,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1300,2316310.5,115815.52,1,120.0,198000.0,115815.52,104233.97,5732.87
mibry,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,700,1309810.5,65490.52,1,120.0,198000.0,65490.52,58941.47,3241.78
rfzjq,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1000,1705810.5,85290.52,1,120.0,198000.0,85290.52,76761.47,4221.88
yoizo,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1100,1837810.5,91890.52,1,120.0,198000.0,91890.52,82701.47,4548.58
usnog,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1300,2101810.5,105090.52,1,120.0,198000.0,105090.52,94581.47,5201.98
ravdh,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,700,1194310.5,59715.52,1,120.0,198000.0,59715.52,53743.97,2955.92
xdezg,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1000,1540810.5,77040.52,1,120.0,198000.0,77040.52,69336.47,3813.51
ukyeu,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1100,1656310.5,82815.52,1,120.0,198000.0,82815.52,74533.97,4099.37
jrwkw,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1300,1887310.5,94365.52,1,120.0,198000.0,94365.52,84928.97,4671.09
orhve,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,700,1078810.5,53940.52,1,120.0,198000.0,53940.52,48546.47,2670.06
huqrh,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1000,1375810.5,68790.52,1,120.0,198000.0,68790.52,61911.47,3405.13
nzvgp,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1100,1474810.5,73740.52,1,120.0,198000.0,73740.52,66366.47,3650.16
yzqme,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1300,1672810.5,83640.52,1,120.0,198000.0,83640.52,75276.47,4140.21
uvfzr,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,700,1540810.5,77040.52,2,60.0,99000.0,77040.52,69336.47,3813.51
zmwzo,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1000,2035810.5,101790.52,2,60.0,99000.0,99000.0,89100.0,4900.5
bgwqq,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1100,2200810.5,110040.52,2,60.0,99000.0,99000.0,89100.0,4900.5
fiiyf,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,1,1,1300,2530810.5,126540.52,2,60.0,99000.0,99000.0,89100.0,4900.5
xaobo,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,700,1425310.5,71265.52,2,60.0,99000.0,71265.52,64138.97,3527.64
omiav,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1000,1870810.5,93540.52,2,60.0,99000.0,93540.52,84186.47,4630.26
djhtz,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1100,2019310.5,100965.52,2,60.0,99000.0,99000.0,89100.0,4900.5
joszr,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,6,0.9,1300,2316310.5,115815.52,2,60.0,99000.0,99000.0,89100.0,4900.5
tbcah,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,700,1309810.5,65490.52,2,60.0,99000.0,65490.52,58941.47,3241.78
nzseb,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1000,1705810.5,85290.52,2,60.0,99000.0,85290.52,76761.47,4221.88
wkyww,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1100,1837810.5,91890.52,2,60.0,99000.0,91890.52,82701.47,4548.58
intcc,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,11,0.8,1300,2101810.5,105090.52,2,60.0,99000.0,99000.0,89100.0,4900.5
rpank,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,700,1194310.5,59715.52,2,60.0,99000.0,59715.52,53743.97,2955.92
qyqpj,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1000,1540810.5,77040.52,2,60.0,99000.0,77040.52,69336.47,3813.51
ykwks,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1100,1656310.5,82815.52,2,60.0,99000.0,82815.52,74533.97,4099.37
pwyxj,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,16,0.7,1300,1887310.5,94365.52,2,60.0,99000.0,94365.52,84928.97,4671.09
mblks,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,700,1078810.5,53940.52,2,60.0,99000.0,53940.52,48546.47,2670.06
onttp,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1000,1375810.5,68790.52,2,60.0,99000.0,68790.52,61911.47,3405.13
nyvfh,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1100,1474810.5,73740.52,2,60.0,99000.0,73740.52,66366.47,3650.16
ewrpy,jani vankad,commercial,188764.8,175.37,2200.0,0.75,1650.0,21,0.6,1300,1672810.5,83640.52,2,60.0,99000.0,83640.52,75276.47,4140.21
gektv,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,700,1725902.65,86295.13,1,80.0,176000.0,86295.13,77665.62,2718.3
ynnfc,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1000,2385902.65,119295.13,1,80.0,176000.0,119295.13,107365.62,3757.8
zorvs,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1100,2605902.65,130295.13,1,80.0,176000.0,130295.13,117265.62,4104.3
jqpzu,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1300,3045902.65,152295.13,1,80.0,176000.0,152295.13,137065.62,4797.3
kfklj,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,700,1571902.65,78595.13,1,80.0,176000.0,78595.13,70735.62,2475.75
ewmcs,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1000,2165902.65,108295.13,1,80.0,176000.0,108295.13,97465.62,3411.3
sqinl,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1100,2363902.65,118195.13,1,80.0,176000.0,118195.13,106375.62,3723.15
zakbd,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1300,2759902.65,137995.13,1,80.0,176000.0,137995.13,124195.62,4346.85
gjwqy,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,700,1417902.65,70895.13,1,80.0,176000.0,70895.13,63805.62,2233.2
mqpct,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1000,1945902.65,97295.13,1,80.0,176000.0,97295.13,87565.62,3064.8
yvlbi,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1100,2121902.65,106095.13,1,80.0,176000.0,106095.13,95485.62,3342.0
sdwbz,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1300,2473902.65,123695.13,1,80.0,176000.0,123695.13,111325.62,3896.4
mryvk,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,700,1263902.65,63195.13,1,80.0,176000.0,63195.13,56875.62,1990.65
hlejh,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1000,1725902.65,86295.13,1,80.0,176000.0,86295.13,77665.62,2718.3
fafnw,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1100,1879902.65,93995.13,1,80.0,176000.0,93995.13,84595.62,2960.85
azzic,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1300,2187902.65,109395.13,1,80.0,176000.0,109395.13,98455.62,3445.95
uadzv,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,700,1109902.65,55495.13,1,80.0,176000.0,55495.13,49945.62,1748.1
llyff,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1000,1505902.65,75295.13,1,80.0,176000.0,75295.13,67765.62,2371.8
uuznp,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1100,1637902.65,81895.13,1,80.0,176000.0,81895.13,73705.62,2579.7
moood,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1300,1901902.65,95095.13,1,80.0,176000.0,95095.13,85585.62,2995.5
oueyp,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,700,1725902.65,86295.13,2,40.0,88000.0,86295.13,77665.62,2718.3
liwxb,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1000,2385902.65,119295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
scdmg,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1100,2605902.65,130295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
qhfvw,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1300,3045902.65,152295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
kojsj,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,700,1571902.65,78595.13,2,40.0,88000.0,78595.13,70735.62,2475.75
bshas,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1000,2165902.65,108295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
wgxsq,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1100,2363902.65,118195.13,2,40.0,88000.0,88000.0,79200.0,2772.0
bvrlq,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1300,2759902.65,137995.13,2,40.0,88000.0,88000.0,79200.0,2772.0
jtamv,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,700,1417902.65,70895.13,2,40.0,88000.0,70895.13,63805.62,2233.2
btwuh,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1000,1945902.65,97295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
fnfor,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1100,2121902.65,106095.13,2,40.0,88000.0,88000.0,79200.0,2772.0
dvzmu,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1300,2473902.65,123695.13,2,40.0,88000.0,88000.0,79200.0,2772.0
dyutk,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,700,1263902.65,63195.13,2,40.0,88000.0,63195.13,56875.62,1990.65
rirgm,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1000,1725902.65,86295.13,2,40.0,88000.0,86295.13,77665.62,2718.3
fcyos,jani vankad,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1100,1879902.65,93995.13,2,40.0,88000.0,88000.0,79200.0,2772.0
